hostname,tic_id,mass,age_yr,feh,av,chi2_phot,chi2_prior,chi2_total,chi2_reduced,n_obs_bands,distance_pc,model_G,model_BP,model_RP,model_J,model_H,model_K,model_W1
NGTS-33,97921547,1.5999588822422595,342580684.36268455,0.5,0.0,1595.7079489670923,244.63881059330132,1840.3467595603936,613.4489198534645,7,435.669006347656,3.5266562133332218,3.755535827151058,3.1248312671885454,2.8022107866638972,2.5771921489927516,2.512598031345693,2.484460446239625
HD 56414,300038935,1.8898323685995044,4865996972.954084,-1.0,0.0,419.33581676608696,1009.5147491871247,1428.8505659532116,476.2835219844039,7,267.155029296875,2.24560329988007,2.463255725962025,1.8428824166470221,1.6581129719436234,1.5561104985106873,1.5268154642468161,1.509354807483767
TOI-1221,349095149,0.9346874681950951,9929538109.527098,0.16174152308618786,0.04810497864956777,1.3241063161389255,0.011614529380231149,1.3357208455191567,0.4452402818397189,7,136.949935913086,4.848348072427393,5.203310215956488,4.316382561997881,3.7475357377976004,3.4175778420772147,3.336031161814522,3.3063363670584867
TOI-2842,178162579,1.1003583339208545,4684057054.348344,0.09239759982908106,0.19978778708079525,0.5938367171466888,0.021017128642345177,0.614853845789034,0.20495128192967801,7,450.242370605469,4.18786212001959,4.516171135947327,3.6937955022990137,3.150372828643104,2.8803687429166676,2.802284232328699,2.773532689498891
KELT-14,134537478,1.1308889814247804,5046554279.219113,0.5,0.11329366059967581,0.617025154147762,0.05037761653331883,0.6674027706810809,0.22246759022702697,7,245.868209838867,3.8888379673015323,4.218779155337225,3.38442816790978,2.8493096665262025,2.54324617678032,2.460703598770904,2.430663419965858
HATS-42,98283926,1.1474916016522263,3301834428.421667,0.15774310553555726,0.1851491688982892,1.95619977629228,0.022168733894311687,1.9783685101865918,0.6594561700621973,7,786.590942382813,4.070920950264407,4.385012797969267,3.5911662940626776,3.0714270375885184,2.8103757254312307,2.733728954335719,2.704671467189535
HATS-70,98545929,1.7800454991183146,5082778743.671104,-1.0,0.0,223.3955191192499,74.11023377154063,297.5057528907905,99.16858429693018,7,1273.2890625,2.127223628260632,2.3463428771752284,1.7172363756940303,1.5676235521358954,1.463986366509964,1.435283363148418,1.4190067681900294
TOI-4791,100389539,1.2170116299208011,3103648837.9727216,-0.007120430425373129,0.29789728141618943,1.9869800693690793,0.06614227268591638,2.0531223420549956,0.6843741140183318,7,315.852264404297,3.811993225324763,4.131200680665397,3.3386451937052892,2.8282680952601544,2.590812862896125,2.5139419307769506,2.4845701480159703
TOI-2886,318796593,1.1820374063367647,1843352689.5706866,0.016276517697942215,0.23183417692125746,1.3324954873110246,0.08099207261105809,1.4134875599220826,0.4711625199740275,7,412.177856445313,4.110384184479894,4.420206633240341,3.640940568026959,3.1381256999751583,2.8987179928493907,2.8244197689601074,2.795539433858141
TOI-6448,320411045,1.03,34000000.000000015,,0.0,1e+30,2.1399221604302617e-29,1e+30,3.333333333333333e+29,7,376.490173339844,,,,,,,
TOI-2876,10827386,0.9158434512603005,3293725247.499419,0.38944438850153834,0.1844170008173584,1.7994865178843493,0.037024107134132726,1.836510625018482,0.612170208339494,7,221.277923583984,5.526906672983011,5.969810997958445,4.908999670165837,4.222046673654028,3.811017843451337,3.7047609298953033,3.6712669198742653
TOI-4214,409594381,1.382013340102096,2425821528.2839937,-0.22954075855211586,0.6834687069112412,5.35953324257387,1.314214881582517,6.673748124156387,2.224582708052129,7,334.5224609375,3.8171429786527997,4.203947746804712,3.3056162299348806,2.732523436808222,2.4982240236750544,2.4057197028398383,2.3740623812319215
TOI-4794,95589845,1.1990573892525833,3810602817.940822,0.169999997940908,0.24687322878998386,5.067794959896302,0.7058845664380322,5.773679526334334,1.9245598421114447,7,548.841674804688,3.7393034350733165,4.059861692700289,3.258623658236903,2.742087320198327,2.483318289541784,2.404175525742073,2.3745223627922147
TOI-481,339672028,1.1500400608905696,6656427327.3332205,0.3211624337935276,0.17405470974028645,3.2750876853254636,0.009115473361695936,3.2842031586871596,1.0947343862290533,7,177.408874511719,3.6088164341536126,3.943009677694106,3.1052202633374044,2.5468216074734134,2.2530248622725186,2.170830674457194,2.1406376306138446
HAT-P-20,26826078,0.7455827597888967,6841478686.945739,0.22302906214398735,0.1646185252907988,0.10722686059160591,0.016846211171868866,0.12407307176347478,0.04135769058782492,7,71.215934753418,6.732219616671404,7.3715222069137765,5.956547688435414,5.013676707071229,4.478223678614079,4.341075215896555,4.291717022947993
TOI-4562,349576261,1.192,700000000.0000001,0.08,0.0,430.2975505988464,,,,7,344.432037353516,4.02984060128754,4.285322177339753,3.6005940227071096,3.1667708132044834,2.9451299558181354,2.8836365092964034,2.856008038708168
HATS-39,112604564,1.3789672064744587,2746791823.2631717,0.5,0.0,7.173066582511573,5.490922317754881,12.663988900266453,4.221329633422151,7,779.748779296875,3.209584622361727,3.463019846143631,2.7739841022646954,2.3866235434431364,2.1359824391086,2.06723650149303,2.038518726241182
TOI-150,271893367,1.350953862603516,2097255659.014141,0.3400006900144511,0.5709443164332729,2.5588832701027036,0.07981795996734932,2.638701230070053,0.8795670766900177,7,332.3759765625,3.7223191852188666,4.087167479655612,3.2161845459914273,2.708062172811246,2.4345395340579903,2.3369652670504335,2.304834333146508
TOI-715,271971130,0.6043601126291985,201103847.57098076,0.5,3.0,39714.735151515604,8.141694063572157,39722.87684557918,13240.958948526393,7,42.460445404052706,10.440877984137126,12.136296710798096,8.909416099995365,6.883287717526676,5.9614025569644635,5.582340068986573,5.481031775680465
HATS-55,114299824,1.1835425458812006,401503004.2540575,0.5,0.4464193560287458,170.40928074098545,0.15383384184797724,170.56311458283344,56.85437152761114,7,599.16748046875,4.446802382726733,4.836638430457282,3.899855741664571,3.3096977781039607,2.9869064511775405,2.8866182608962894,2.854782173600272
TOI-4504,349972412,0.8932877781283945,9218131055.899101,0.4454445409742088,0.2994225893793678,3.6452658608181108,0.12865907491297465,3.7739249357310856,1.2579749785770284,7,336.718841552734,5.4831089826821815,5.948327529032495,4.849056014302663,4.107576924277836,3.6844137712824527,3.571727281969724,3.5366687623349478
TOI-4773,415276070,1.4519269092566514,2694052628.22382,0.08685657863500122,0.0,6.666380761279505,4.689507959722642,11.355888721002147,3.785296240334049,7,501.499389648438,3.2376141262054414,3.4704735750821816,2.832235547947978,2.4553825920675543,2.2548833233229515,2.196437915703253,2.1684418901785363
TOI-969,280437559,0.7467324264975977,2028983306.0056555,0.5,0.11966274252563294,3.1451796779231214,0.10582288169760101,3.2510025596207224,1.0836675198735741,7,77.7107086181641,6.829610605639403,7.486242297701077,6.042400800909144,5.113105068432006,4.56941831463003,4.42215383292983,4.358119976057689
TOI-2587 A,68007716,1.1571906080486298,6618379422.203486,0.21850008704461335,0.1963383997665925,0.22056503765816599,0.008869461185900254,0.22943449884406625,0.07647816628135541,7,370.031280517578,3.5655218394005863,3.897408850941762,3.066813663158384,2.5124403440504515,2.2303316527762345,2.1494728338151945,2.1199861165018117
TOI-1937 A,268301217,1.0230496172364474,4179276588.3522544,0.5,0.37996941499316184,4.8424773631786024,0.12973007606146286,4.972207439240066,1.6574024797466886,7,410.31610107421903,4.938631897465432,5.372826634801202,4.343742147236356,3.630013671874828,3.2501184282544977,3.1426980143959535,3.1102822844295535
TOI-2322,300812741,0.7086990978864952,6785546719.895427,-0.3976618194738596,0.0,5.747123657634043,0.7195961484802585,6.466719806114302,2.1555732687047673,7,59.8602333068848,6.87207302479635,7.502679799844742,6.098567617360089,5.172438669847168,4.601993528730581,4.4873739708624,4.462067764083564
HD 63433,130181866,1.0116721978862506,413946569.16306335,0.06065449376416939,0.0487607207351874,1.3896497073771978,0.020175387058324817,1.4098250944355226,0.4699416981451742,7,22.3590888977051,4.988730712359812,5.339947566411933,4.457092512499252,3.910391587723612,3.5936898109336814,3.513897338368667,3.4851992703510137
HD 63935,453211454,0.9433999489002778,6512323087.870452,0.1988316999458737,0.0,0.6669555862743017,0.009775491266392539,0.6767310775406943,0.2255770258468981,7,48.7727432250977,4.965673450693806,5.321125773991183,4.428083979844405,3.8593525663007684,3.5206035386581593,3.438175885404852,3.4081777363137387
HAT-P-50,17746821,1.2587077862900502,3452167391.1900864,0.3944860697480007,0.0,2.4972821132425467,0.3334944338595238,2.8307765471020705,0.9435921823673569,7,477.781372070313,3.276812029939314,3.5390588799214044,2.834236000690899,2.4121227559684755,2.1609381202605484,2.09263249761961,2.0639939784556893
HAT-P-68,63189173,0.6954927378213657,11105415563.541737,0.5,0.041690425181138406,1.731950469941629,0.31279399142666114,2.0447444613682904,0.6815814871227635,7,200.923599243164,7.0175473880211765,7.716865904600596,6.199892694714227,5.232552037948223,4.676141835041731,4.519983827450679,4.447263073377724
TOI-283,382626661,0.839570757545844,8091078427.019148,-0.16519793194452603,0.0,11.06873390688514,0.49676316612418275,11.565497073009322,3.855165691003107,7,82.4380950927734,5.626116243216721,6.05720676615762,5.011813881711065,4.383127783222321,3.9952689373390005,3.90538270404552,3.877244871459613
TOI-2529,269333648,1.1484121837407413,7232551193.68451,0.33999916533678576,0.5182315509205226,0.9370687153921674,0.059113813777802414,0.9961825291699699,0.3320608430566566,7,296.917724609375,3.822726143687542,4.245867156443511,3.2494736940071847,2.574206687631611,2.237686148640783,2.133223820368749,2.100493785250491
TOI-2818,151483286,1.0040430293049167,9736540339.545671,0.10635698388422456,0.15819083816587087,1.9276553351507455,0.02497423710503576,1.9526295722557812,0.6508765240852604,7,309.478485107422,4.378074043018064,4.7129280069453445,3.8712294350665637,3.2921989427916696,3.0029618399322398,2.923590883837771,2.894926291885054
TOI-1728,285048486,0.6503170987991403,8044309509.189977,0.1292128762358561,0.4631416084499518,5.751817598111728,0.05674996477308493,5.8085675628848135,1.936189187628271,7,60.8206939697266,7.81326952649486,8.712095832036411,6.855501864102716,5.6996126035498325,5.051227794084469,4.866341131879333,4.8077145223279505
TOI-3819,95660472,1.1825822325855955,4488746791.874981,0.049610146515490984,0.2423290219433346,0.35812198294886616,0.053538154495503844,0.41166013744437,0.13722004581479,7,545.752319335938,3.7193918080697186,4.040054846706525,3.2375786491184924,2.7131057980826205,2.461339565012968,2.384458388882236,2.3555444778856174
HAT-P-35,455096220,1.17486160329439,3748804175.421871,0.3729481374205314,0.0068601028843605985,2.1642722904107274,0.1696038729424048,2.3338761633531324,0.7779587211177108,7,518.39697265625,3.6997764131197868,3.976933984346493,3.2443445546336975,2.7865103886592264,2.5246016883307676,2.4544192980337374,2.425738327396479
TOI-521,27649847,0.42,800000000.0000004,-0.12,0.0,34184379.18068993,,,,7,60.8404197692871,85.58491086479582,87.70628373620104,83.78987910008995,7.0999132219867604,6.505558978852886,6.274295574927937,80.45526255720596
WASP-180 A,178367144,1.2038205420590684,999999988.6119028,0.05805809019387653,0.0,0.6907404670641687,0.0510096164832354,0.7417500835474041,0.24725002784913472,7,249.648391723633,3.9303462171892574,4.179144920171729,3.508885598948071,3.0893957772319522,2.8762061930466905,2.816153028189665,2.7884891474044227
TIC 139270665,139270665,1.1870188326226294,2933464524.272303,0.1644470431207601,0.12553235512978983,0.10887130702908472,0.060968465181734544,0.16983977221081925,0.05661325740360642,7,185.337982177734,3.846429898074416,4.133705911511982,3.392104286289025,2.921901382094005,2.6799075407801296,2.608852903617255,2.5800024935927555
L 98-59,307210830,0.6539088994647312,28206092.295405146,0.44006389096049664,2.7384580180848297,17956.6771413979,308.6668886540337,18265.344030051932,9132.672015025966,6,10.6054840087891,9.903844817389594,11.641488025814057,8.34266200697716,6.349672532056004,5.442925260193616,5.049952134043325,-98.69411400688038
TOI-519,218795833,2.7296032535400143,19952623.01153556,-1.0,3.0,100161.49116919548,8.71493163121416,100170.20610082669,33390.068700275566,7,114.597015380859,6.6683531580873545,7.650836816272017,5.715474973767091,4.307197059000334,3.8680315095321043,3.6457689282819334,3.602035523011789
TOI-622,83092282,1.313002505325636,1131693996.2930412,0.5,0.08271608400362841,6.800775459357757,1.5101526979622713,8.310928157320028,2.7703093857733427,7,122.550224304199,3.4550003285003794,3.699381960650376,3.0424954238632713,2.7064991140141648,2.476687745415972,2.4077189364930445,2.3790625055794616
TOI-6420,143526233,1.130719490642729,4439888707.35551,0.024234413270753093,0.16361795180961217,3.5746227859805266,0.04793288931168735,3.622555675292214,1.207518558430738,7,600.197631835938,3.9995368972706293,4.308895393094871,3.523652106827645,3.0103252056702625,2.7600707348450273,2.687298752935884,2.6590472462809998
KELT-17,6893917,1.6353174594402868,4265331051.6988945,-1.0,0.0,194.8540165855742,581.880706917591,776.7347235031652,258.9115745010551,7,225.960296630859,2.5736135116058563,2.787201617679864,2.1910265188539544,1.908843974522302,1.8113710143512378,1.7804355617709016,1.7596940683749311
K2-180,366411016,0.8374219446569636,2818382869.990187,-0.4986776026663006,0.0,60.164293083860244,1.008975097466139,61.173268181326385,20.391089393775463,7,202.537170410156,5.876733653561287,6.367258311219899,5.229739213519612,4.554950971588243,4.137540612906643,4.052568113711703,4.032603658715717
K2-98,366410512,1.2654844611586924,3162277660.16772,-0.12361009472982118,0.15608063808874817,1.6315286690003494,0.035550018988787714,1.667078687989137,0.555692895996379,7,513.500549316406,3.4772974601358695,3.756466223696483,3.0381084097260276,2.5759194513617176,2.367638427887538,2.3025546026926427,2.2745679786139763
K2-115,7020254,0.9535117011700637,1337439159.491783,-0.046328148977040864,0.0,7.421540394228934,0.31489480771047346,7.736435201939408,2.5788117339798027,7,400.702606201172,5.17705797620342,5.544789075909971,4.6236926387308195,4.098518943206949,3.7658372475746935,3.68562881517993,3.6580048294789917
WASP-169,386259537,1.3370000534063424,3977293141.2231636,0.14036446179239717,0.0,5.102857111320283,0.057093926787083735,5.1599510381073665,1.719983679369122,7,606.311218261719,2.8063398036543843,3.084124945969196,2.3504330198849273,1.8698828877303126,1.6192367805724541,1.5526915059725226,1.5250278925669183
K2-97,366568760,1.2024326747035667,11448996881.730177,0.5,0.9562393988955245,9.857675729697405,1.0052969016330933,10.862972631330498,3.620990877110166,7,805.9931640625,2.7608656180103974,3.3648340223951863,2.040689258189271,1.1083021546011866,0.6610364483670256,0.5183369965972916,0.4817378545452936
K2-114,366576758,0.8406529580283614,7671217016.936146,0.41583700441021015,0.25278436065358995,1.969971019373547,0.0008042414238115054,1.9707752607973583,0.6569250869324528,7,469.66455078125,5.905540691718787,6.412164112857821,5.23002617536541,4.491302268302794,4.033627349380803,3.9135727164903606,3.8773968295712735
TIC 172900988 Aa,172900988,1.302675587084653,3410607800.548119,0.5,0.14661298516021792,2.7467549725257343,9.677451927229082,12.424206899754816,4.141402299918272,7,244.357727050781,3.113611893566291,3.4146353515837276,2.636681031136898,2.1742333983729933,1.8963413179,1.8166981477608506,1.7868551327854951
TOI-6695,118339710,1.3379959940628336,2373242644.5545096,0.2572393708985689,0.31541516046056817,3.1841294952044046,0.8328490434096008,4.016978538614005,1.3389928462046683,7,281.148193359375,3.498978558085191,3.8038897618680174,3.036325702675362,2.590392459863925,2.3468834819624864,2.266131775076841,2.235660526440556
K2-100,307733361,1.2130429523763797,750002056.0475622,-0.1619361217944857,0.23059822704183416,0.9169465219915333,0.14984987918396633,1.0667964011754996,0.35559880039183317,7,181.73649597168,4.1099600103149365,4.406795943729468,3.657002281972455,3.1718783342079715,2.9586926752539062,2.889751881355703,2.861447655079144
K2-263,21276520,0.8992610661380958,5322200607.6659155,0.33395645272318203,0.0,2.0768973563562043,0.34766910847722515,2.4245664648334295,0.8081888216111431,7,162.021179199219,5.362104848594364,5.758105920399704,4.778088784938393,4.1697273571912215,3.7837126097232345,3.69002729223031,3.657909501775169
HD 73583,101011575,0.7461702416124482,428225000.84437764,0.5,0.0,4.817857159242446,0.3245177242917743,5.14237488353422,1.7141249611780733,7,31.5621757507324,6.786871405811464,7.4212561090572144,6.016682226928534,5.117344433002821,4.5840474981711825,4.442782293440114,4.378072234659447
HD 73344,175193677,1.2138564307540278,1172765387.2856982,-0.1801643398284292,0.20599703770397926,0.769897707770416,0.11038566741296157,0.8802833751833776,0.29342779172779254,7,35.1976013183594,4.02747761240093,4.3157111536108195,3.5825720885836825,3.1097458224151615,2.903179596200765,2.8365802354162883,2.808377509870543
K2-146,175261852,0.6142034763430853,6648983178.831521,0.11009140029643508,0.025247708817002706,48801.50531119897,0.2670745766982276,48801.772385775665,16267.257461925221,7,80.2015075683594,7.845313411297482,8.724987963218803,6.929224608604879,5.842157187019218,5.226021669979902,5.052191827783877,4.9774399910913125
K2-102,175262071,0.7802632220666685,790033241.9768373,0.2967429268411665,0.027742084175739302,1.9159017358718913,0.02467490665195174,1.940576642523843,0.6468588808412811,7,184.647842407227,6.508931948959494,7.088415752472741,5.7794669676981405,4.93142400993892,4.426786112865284,4.300654957644947,4.252537662170588
K2-182,366631954,0.8285348231247205,7075704056.748825,-0.0019544969807626434,0.0,3.7601713612697543,0.032543544029622444,3.7927149052993765,1.264238301766459,7,153.571319580078,5.788959977170687,6.250280753750763,5.150246800734375,4.482550699515692,4.063068006961289,3.9660307222770053,3.9350601793505198
TOI-564,1003831,0.9864459724547457,7576752048.287501,0.27938452024878047,0.10213318957555323,2.0911746566979224,0.024644086020275596,2.115818742718198,0.7052729142393993,7,197.794052124023,4.667368574447427,5.019524630215452,4.140779792464008,3.537938361813183,3.2120388153933854,3.1270173816240634,3.0971967407012837
HAT-P-69,379929661,1.649016418662201,4807995995.8102665,-1.0,0.0,276.25692092627133,160.52767614496247,436.7845970712338,145.59486569041127,7,332.051361083984,2.277276334956696,2.494536305726058,1.8764996028404077,1.682323839640965,1.5807587411045887,1.551305306202508,1.5335278481630361
TOI-3785,458419328,2.987294691943062,7943282.310863536,0.5,3.0,59726.63059121978,9.02060844492687,59735.6511996647,19911.883733221566,7,79.4419555664063,7.287429683155072,8.625989819105234,5.975580904092901,4.182320619563291,3.338337417359831,3.018745423396302,2.9434002531830656
WASP-36,13349647,1.0523162503074392,281838292.80361617,0.04693950224963444,0.0,15.011035734148152,0.2031908096069117,15.214226543755064,5.071408847918355,7,373.848419189453,4.759160422762879,5.074563103214539,4.2627516488317045,3.737665769366863,3.451245183621173,3.379255593696041,3.3514302529519604
WASP-65,444013020,0.93,8000000000.000003,-0.07,0.0,1402.3535751801826,,,,7,272.0693359375,4.905641865210619,5.256563234350496,4.370602279310242,3.8702448974107675,3.558468852903177,3.4821790433658553,3.4561279493779153
TOI-615,190496853,1.4488139565140357,3752571955.5106125,-0.833913350142905,0.0,10.289999767224757,47.35031364622637,57.640313413451125,19.213437804483707,7,352.541625976563,2.8556305339021546,3.073100856955795,2.4799210398890423,2.1036506144898537,1.9898534039409137,1.9529529483165842,1.9287838728308206
TOI-2669,348835438,1.2736804477364643,6238375043.914058,0.5,0.3981629790531743,7.004106491204529,0.17972438070491298,7.183830871909442,2.394610290636481,7,392.205169677734,2.6363110072438145,3.1525824055782468,1.969534188808048,1.0710480579341222,0.630470346488025,0.5131967136885893,0.48088038241558406
TOI-2368,401125028,0.8968127606572693,3967974061.0847983,0.4207960228536999,0.23324206503380687,4.110007609018231,0.10889190515170978,4.218899514169941,1.406299838056647,7,209.884033203125,5.659564954044398,6.127507008439323,5.019214062678355,4.304523647988047,3.874992219732483,3.76269935638312,3.728126787206031
K2-419 A,437054764,2.9919864572087334,19952623.051703133,-1.0,3.0,34744.44043432518,9.060870783172776,34753.50130510835,11584.500435036118,7,261.218902587891,6.668353173544542,7.650836833522677,5.715474987561476,4.307197068247441,3.868031517247084,3.6457689357772773,3.60203553051617
HAT-P-42,270468559,1.132641321354619,5197301643.405372,0.12312035236384236,0.22380556398524168,0.9241283081431215,0.02364590006371101,0.9477742082068326,0.31592473606894417,7,407.49774169921903,3.9441687515970867,4.273927536184417,3.4500316651492984,2.9052468621009537,2.6353464150544506,2.5558666800031156,2.5267515491921544
TOI-5573,459762279,0.6207932970900573,9997800357.293884,0.26870729766974566,0.7348473055273937,2.620919933048243,0.028723404649081227,2.649643337697324,0.883214445899108,7,185.839691162109,8.316650024248451,9.358528315658203,7.267540622452328,5.9822336114199475,5.301086055382586,5.082650581974669,5.007528820760579
HD 77946,39699648,1.1757803579257284,3313024791.307299,0.04849035750656465,0.15161376840459184,1.9725341054056513,0.08421270629943017,2.0567468117050813,0.6855822705683604,7,98.9578247070313,3.8803280138088203,4.174181141616694,3.4211160624193897,2.935397908296475,2.698340803118811,2.6278414939005685,2.5993904610729226
TOI-3807,289661991,1.1297012669733022,5934472683.238568,0.06530091741910009,0.2860527064231147,3.9988098768817006,0.06321840978655356,4.062028286668254,1.354009428889418,7,418.924072265625,3.9129447766977896,4.256562778049172,3.408958466931762,2.848606125775026,2.577656786476778,2.4957997031142574,2.4665553938392004
HATS-52,19684256,1.0175995818147345,1149706819.0680053,0.3748442254788908,0.0,13.654356705240325,0.4452851646681579,14.099641869908483,4.699880623302827,7,549.45166015625,4.917268406733577,5.26013092835978,4.3915577916027475,3.7930016313481416,3.4551599435572453,3.3716581211443386,3.341564881422845
HD 80653,55315929,1.15197331376191,2674207598.1431823,-0.026514555488976483,0.2230670253197467,1.0180687573580967,0.08004823445623777,1.0981169918143343,0.3660389972714448,7,107.56468963623,4.154257600967565,4.46846243596545,3.6779433158694976,3.1623387944599872,2.9195115573130526,2.8455566387622,2.817091286485759
WASP-142,423275733,1.33,2000000000.0000002,0.26,0.0,621.3454595676485,,,,7,694.384826660156,3.287177259818211,3.5066285494149136,2.8940116801458173,2.5691251500484347,2.367391208482623,2.3072745659481604,2.27892162477169
NGTS-9,176685457,1.3400048134938178,1140829906.7899086,0.023689412397253022,0.43315142857333067,5.2510179384851,0.17280557256784174,5.423823511052942,1.8079411703509807,7,593.231201171875,3.7727269802117362,4.087892408342807,3.3120492600396547,2.8630009890851276,2.6428002067155516,2.5617119858242474,2.5308354867401697
TOI-620,296739893,0.5558917586495372,4583166759.955919,0.359806496735495,0.1544442384396126,199.89824543361382,0.3105379319400328,200.20878336555387,100.10439168277694,6,32.9986152648926,8.557042352320524,9.612411219468767,7.5225916192296935,6.353599079313837,5.72465342530686,5.504426257131913,-86.71467578693067
TOI-1789,172518755,1.5072090174023522,3736172386.904654,0.4523373930696083,0.00014721659085720578,1.315946841291574,0.605337585254225,1.9212844265457991,0.640428142181933,7,221.733093261719,2.866295611871777,3.145584110526016,2.404957625111989,1.9490821048115203,1.6772807933303242,1.6053800510754066,1.5765286542291403
TOI-2977,361343239,0.9683094943644251,10442272232.830614,0.5,0.27589011962706084,10.93518829106439,0.29923562843573304,11.234423919500124,3.744807973166708,7,337.944366455078,4.773037320118964,5.185489115974017,4.193481254766674,3.4924062248808148,3.116335201010528,3.0155616344469,2.9833036620946487
TOI-677,280206394,1.171733018731013,3073211116.9527783,0.12891580124662633,0.11696721601949008,1.0103932774577467,0.053382733187146175,1.0637760106448928,0.3545920035482976,7,141.662414550781,3.9087048648654594,4.1975614719988465,3.4517626668916734,2.9727259381996096,2.7301310942827777,2.6596799902412105,2.631106101735217
HATS-64,189625051,1.564000434858242,4009654791.921652,-0.10903366273216498,0.0,32.58846511904316,490.7786228969735,523.3670880160166,174.45569600533887,7,1052.52709960938,2.779104227621732,3.0444050948356076,2.3388881312891225,1.8881345881416876,1.6693380603195787,1.6101052522069055,1.5836706678329688
TOI-3364,280655495,1.1229649047602388,5274242558.352427,0.22638271604950502,0.3698860993397043,5.248478377958264,0.03680019474873877,5.285278572707003,1.7617595242356676,7,272.442016601563,4.116038653437253,4.489607722613487,3.5852466416432396,2.981135588915816,2.680401184866494,2.5887175353497405,2.5580977447856883
TOI-1898,91987762,1.2885890034475709,3162277635.5409417,-0.028201080031565316,0.0,1.4495316923947608,0.016850873619753622,1.4663825660145144,0.4887941886715048,7,79.9010391235352,3.2483001916553045,3.492980151359949,2.8326524064458756,2.416404680393252,2.213912134455981,2.156070763268801,2.1287640633477176
WASP-166,408310006,1.1780572385153294,2059288416.165741,0.1911029799579783,0.08306252320560299,0.991588903291381,0.0021900597688821323,0.9937789630602631,0.33125965435342103,7,113.881927490234,3.98270038114575,4.263099891112606,3.5316044274662493,3.0680449744751477,2.8247871585434545,2.7552669896479896,2.726642132802149
HATS-26,315002523,1.3028246125808864,3359389494.972898,0.5,0.27940428307981025,5.119638699269603,0.7946684297814108,5.914307129051014,1.9714357096836714,7,821.765258789063,3.253840491686813,3.588164152364804,2.751326942653194,2.245920053908773,1.9531759179664039,1.8651997716100832,1.8344862638622228
TOI-3856,125552076,1.0684275073215663,2649711361.4089513,0.11789692279308707,0.26298078436609573,0.7832135161178455,0.11419267009545486,0.8974061862133004,0.29913539540443346,7,309.475646972656,4.669895871413147,5.032924732487519,4.144019777290903,3.5487762333173314,3.2487826101943673,3.162649015753868,3.1331279831717254
TOI-2000,371188886,1.0326294153625462,5475024681.329575,0.031300203368600184,0.3375759760506216,2.6350470330876776,0.17285872407844058,2.807905757166118,0.9359685857220393,7,173.178115844727,4.661822250863913,5.046448566107088,4.118625026803934,3.5043678343189217,3.199023064229946,3.109526145549794,3.079825632749888
TOI-1994,445903569,1.859981188231326,5352520878.07944,-0.995931127225741,0.0,121.79646790555499,179.76306569291725,301.5595335984722,100.51984453282408,7,499.760162353516,1.9815383419659653,2.2030609009873885,1.5619473710108487,1.4538662939670282,1.3472758178280948,1.3191092012235757,1.3042640441143867
Wolf 327,4918918,0.6047814635694944,464189493.3167713,0.4987239997096438,0.307931564090017,14825.438838355054,2.7820901918951875,14828.220928546949,4942.74030951565,7,28.5643730163574,8.319456467184617,9.355829380079692,7.296730683889043,6.102463028276397,5.472010552321377,5.258059849127597,5.1716185352058615
WASP-19,35516889,0.9716346047884677,5958972439.27191,0.10699392456857812,0.24977822456379487,2.0432924608855085,0.020410188344229675,2.063702649229738,0.6879008830765794,7,265.143615722656,4.9848719261048755,5.382658734978863,4.418671763203444,3.7992569733956376,3.45968124150544,3.36717720367527,3.3369211945761577
HD 86226,22221375,1.0304213346691316,4373020611.284222,-0.10260679188280676,0.0,3.411010393834384,0.02174361151273308,3.432754005347117,1.1442513351157058,7,45.5496292114258,4.496361807095435,4.7991838781928085,4.015274535426049,3.5241740307659515,3.263710800574687,3.19775137400074,3.1708503193772692
HATS-77,11561667,0.6442290188379307,13476080729.136274,-0.1528691985435399,0.20472889095627161,7.665539672351244,0.2405897472855779,7.906129419636822,2.635376473212274,7,426.864074707031,7.574818670106289,8.39129465064833,6.674800800467721,5.562707175235455,4.926572962286702,4.770736071450547,4.720856343569137
TOI-6478,332657786,0.23,6000000000.000003,-0.53,0.0,538268966.8108706,,,,7,38.505241394043,352.99402364074496,359.26868914053017,348.1213093643175,8.13310587794443,7.585877843348925,7.355653395998708,339.23657664692814
TOI-1775,9348006,0.9119565059558963,781944310.9152794,0.07154267524451124,0.13855385265172335,2.2930362898857206,0.009583453610212669,2.3026197434959332,0.7675399144986444,7,148.735107421875,5.585858820913774,6.027016899369823,4.9660977975837755,4.34252419800647,3.949250320857758,3.850431284709634,3.8193816892330035
HAT-P-66,137881699,1.2281168056571095,4561776599.490537,0.3289317651115156,0.0,0.5649479386566946,0.09480978479543527,0.6597577234521298,0.21991924115070993,7,903.820556640625,3.1036485319603564,3.3718729151224696,2.657966314017465,2.214796398604381,1.9636647831359482,1.8957421165761754,1.8672424862479504
TOI-2096,142748283,0.231,4000000000.000001,-0.03,0.0,1882973.8323702672,,,,7,48.3505401611328,30.143228963264697,31.934966911362345,28.75232268253791,8.39189857350268,7.827519745179348,7.561740150110201,26.2154666890076
TOI-5126,27064468,1.2489319318089676,891251094.5188271,-0.08489704487379238,0.2519162432825989,2.1552033645554554,0.07131231081050445,2.2265156753659596,0.7421718917886532,7,159.778656005859,3.9269867605998376,4.216953738788111,3.483311882164298,3.028631968312643,2.8197881726987624,2.749737369000897,2.720549076595484
